"Tesla C1060",77.76,"2008-11-08","",100.0
"Tesla C2075",515.2,"2011-07-25","",0.0
"K20X",1310.0,"2012-11-12","",0.0
"K40",1430.0,"2013-11-13","",200.0
"K80",1870.0,"2014-11-17","",0.0
